natural_language_intent,min_devkit_function_id,transformation_template,context_requirements
ディレイラインから読み込む,132,float delayed_sample = delay_line[(write_index - delay_samples + delay_length) % delay_length];,オーディオ遅延
パッチャー内のオブジェクトにメッセージを送信する,133,object_method_typed(target_object, message_name, argc, argv, nullptr);,オブジェクト間通信
有効な値かどうか確認する,134,if (!std::isnan(value) && !std::isinf(value)) { /* 処理 */ },値検証
マトリックスの次元情報を設定する,135,jit_matrix_info_set_dim(&info, 2, dim);,Jitter設定
マトリックスの型情報を設定する,136,info.type = _jit_sym_char;,Jitter設定
Jitterマトリックスのメモリをロックする,137,jit_object_method(matrix, _jit_sym_getdata, &data);,Jitterデータアクセス
Jitterマトリックスのメモリロックを解除する,138,jit_object_method(matrix, _jit_sym_lock, 0);,Jitterデータアクセス
OpenGLリソースを初期化する,139,jit_gl_context ctx = jit_gl_get_context();,Jitter-GL
シェーダーをロードする,140,jit_object_method(shader, _jit_sym_load, shader_path, 0, 0);,Jitter-GL
テクスチャを生成する,141,texture = (t_jit_object *)jit_object_new(_jit_sym_jit_gl_texture, context);,Jitter-GL
OpenGLシェーダーを適用する,142,jit_object_method(shader, _jit_sym_begin);,Jitter-GL
3Dオブジェクトを描画する,143,draw_box(1.0, 1.0, 1.0);,Jitter-GL
カメラ位置を設定する,144,jit_object_method(camera, _jit_sym_position, position[0], position[1], position[2]);,Jitter-GL
オブジェクトの回転を設定する,145,jit_object_method(object, _jit_sym_rotatexyz, rotate_x, rotate_y, rotate_z);,Jitter-GL
オブジェクトの位置を設定する,146,jit_object_method(object, _jit_sym_position, pos_x, pos_y, pos_z);,Jitter-GL
オブジェクトのスケールを設定する,147,jit_object_method(object, _jit_sym_scale, scale_x, scale_y, scale_z);,Jitter-GL
OpenGLコンテキストをバインドする,148,jit_object_method(draw_context, _jit_sym_bind);,Jitter-GL
マトリックスフィールドアクセスを取得する,149,auto field = jit_object_method(matrix, _jit_sym_getfieldbyname, "position");,Jitter-データ
パーティクルシステムを更新する,150,jit_object_method(system, _jit_sym_update);,Jitter-物理
物理世界をシミュレーションする,151,jit_object_method(world, _jit_sym_simulate, time_step);,Jitter-物理
メッシュデータを生成する,152,jit_object_method(mesh, _jit_sym_rebuild);,Jitter-メッシュ
画像をファイルに保存する,153,jit_object_method(matrix, _jit_sym_write, "image.png");,Jitter-ファイル
画像をファイルから読み込む,154,jit_object_method(matrix, _jit_sym_read, "image.png");,Jitter-ファイル
バイナリデータを読み込む,155,sysfile_readtextfile(filename, &txthandle, 0);,ファイル操作
バイナリデータを書き込む,156,sysfile_writetextfile(filename, txthandle, &etype);,ファイル操作
ファイルダイアログを表示する,157,open_dialog(x, filename, MAX_PATH_CHARS, &path_id, &type_id, &type_count);,ファイルUI
オブジェクトのコンテンツを永続化する,158,binbuf_write(x->binbuf, filename, path, 0);,オブジェクト永続化
バイナリバッファにメッセージを追加する,159,binbuf_append(x->binbuf, a_binbuf);,バイナリデータ
バイナリバッファからメッセージを取得する,160,binbuf_getnatom(x->binbuf);,バイナリデータ
